,caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
1285,33702046,0.467220398554101,Probably the rightful winner,Somewhat legitimate,Donald Trump,1966,54,45 - 54,Male,Married,Full-time,"$120,000 - $149,999",Independent,Lean Republican,Evan McMullin,95831,California,Very conservative,Professional or doctorate degree,No,White,Yes,Most of the time,Protestant,Once a week,No,Very important,Once a day,13
1286,328767988,1.23254003206547,Definitely not the rightful winner,Somewhat legitimate,Donald Trump,1970,50,45 - 54,Male,Married,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,55330,Minnesota,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Never,No,Somewhat important,Never,13
1287,211486993,0.50169327023081,Definitely the rightful winner,Entirely legitimate,Joe Biden,1966,54,45 - 54,Male,Married,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Other,55912,Minnesota,Very liberal,Some college,No,White,Yes,Most of the time,Roman Catholic,Seldom,No,Not too important,Seldom,13
1288,414409420,0.492843871265161,Probably not the rightful winner,Not very legitimate,Donald Trump,1953,67,65 - 74,Male,Widowed,Full-time,"$80,000 - $99,999",Independent,Lean Republican,Gary Johnson,28081,North Carolina,Moderate; middle of the road,Professional or doctorate degree,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Never,13
1289,211635937,1.28438579437875,Probably the rightful winner,Somewhat legitimate,Donald Trump,1976,44,35 - 44,Male,Never married,Full-time,"$20,000 - $29,999",Independent,Lean Democrat,Donald Trump,21502,Maryland,Slightly conservative,Associate's degree,No,White,Yes,Only now and then,Roman Catholic,Never,Yes,Very important,A few times a week,13
1290,201308077,0.986009650715755,Probably the rightful winner,Somewhat legitimate,,1987,33,25 - 34,Male,Never married,Unemployed,"Less than $10,000",Independent,Independent,Did not vote for President,28906,North Carolina,Somewhat conservative,Some college,No,White,No,Some of the time,Roman Catholic,More than once a week,No,Very important,Once a day,13
1291,309544534,1.27537122371865,Probably the rightful winner,Not very legitimate,,2000,20,18 - 24,Female,Married,Homemaker,Prefer not to say,Not sure,Not sure,Did not vote for President,44691,Ohio,Moderate; middle of the road,Did not graduate from high school,No,White,Don't know,Hardly at all,Nothing in particular,Don't know,Yes,Somewhat important,Don't know,13
1292,59250484,0.876929350447656,Definitely the rightful winner,Entirely legitimate,Joe Biden,1949,71,65 - 74,Female,Divorced,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,31217,Georgia,Moderate; middle of the road,Associate's degree,No,Black or African American,Yes,Most of the time,Protestant,Once or twice a month,No,Very important,Several times a day,13
1293,129476323,0.941946616546689,Probably not the rightful winner,Not legitimate at all,Donald Trump,1943,77,75 - 84,Female,Married,Retired,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,45013,Ohio,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Hardly at all,Roman Catholic,Seldom,No,Very important,Seldom,13
1294,196388002,1.06408550497027,Definitely the rightful winner,Somewhat legitimate,Joe Biden,1971,49,45 - 54,Male,Never married,Permanently disabled,"$40,000 - $49,999",Republican,Not very strong Republican,Donald Trump,7302,New Jersey,Somewhat conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Don't know,Roman Catholic,Don't know,Yes,Somewhat important,Don't know,13
1295,198843523,1.19440650281893,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Domestic / civil partnership,Other,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,33823,Florida,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Something else,Never,No,Not at all important,Never,13
1296,419129608,0.946208196811989,Probably the rightful winner,Somewhat legitimate,Donald Trump,1970,50,45 - 54,Male,Domestic / civil partnership,Unemployed,"$10,000 - $19,999",Democrat,Not very strong Democrat,Did not vote for President,51105,Iowa,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Nothing in particular,Never,No,Not too important,Never,13
1297,33381943,1.39171766361189,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1965,55,55 - 64,Male,Married,Other,Prefer not to say,Republican,Strong Republican,Donald Trump,83669,California,Slightly conservative,Did not graduate from high school,No,White,No,Most of the time,Something else,Seldom,No,Somewhat important,Once a day,13
1298,368664664,1.86106785225232,Definitely the rightful winner,Entirely legitimate,Joe Biden,1958,62,55 - 64,Male,Married,Permanently disabled,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,33415,Florida,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Mormon,Once a week,Yes,Very important,Several times a day,13
1299,221935567,1.9993273417007,Definitely the rightful winner,Entirely legitimate,Joe Biden,1964,56,55 - 64,Female,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,10473,New York,Very conservative,Did not graduate from high school,No,Hispanic/Latino/Chicano/a,Yes,Don't know,Roman Catholic,Never,No,Very important,Never,13
1300,202220770,0.905790973329545,Probably not the rightful winner,Not very legitimate,,1973,47,45 - 54,Female,Married,Homemaker,"Less than $10,000",Republican,Strong Republican,Did not vote for President,56533,North Dakota,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,Seldom,No,Somewhat important,Seldom,13
1301,203401081,1.32839524676283,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1957,63,55 - 64,Male,Divorced,Retired,"$30,000 - $39,999",Republican,Not very strong Republican,Donald Trump,84129,Utah,Slightly conservative,Bachelor's degree,No,White,Yes,Most of the time,Something else,Never,No,Not at all important,Never,13
1302,198829120,1.92086758330929,Definitely the rightful winner,Entirely legitimate,Joe Biden,1959,61,55 - 64,Female,Divorced,Full-time,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,78043,Texas,Somewhat liberal,Did not graduate from high school,No,Hispanic/Latino/Chicano/a,Yes,Some of the time,Roman Catholic,A few times a year,No,Very important,A few times a week,13
1303,180978121,0.862885848489499,Definitely the rightful winner,Somewhat legitimate,Joe Biden,1951,69,65 - 74,Male,Married,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,2840,Rhode Island,Somewhat conservative,High school diploma or the equivalent (GED),No,Black or African American,Yes,Some of the time,Buddhist,Once a week,Yes,Very important,Several times a day,13
1304,224153854,1.22528004086816,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1958,62,55 - 64,Female,Divorced,Unemployed,"$120,000 - $149,999",Republican,Strong Republican,Donald Trump,10512,New York,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Seldom,No,Very important,Once a day,13
1305,419917702,1.59768266757701,Definitely the rightful winner,Entirely legitimate,Joe Biden,1998,22,18 - 24,Male,Married,Part-time,"$60,000 - $69,999",Republican,Not very strong Republican,Hillary Clinton,8854,New Jersey,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Muslim,More than once a week,No,Very important,Once a day,13
1306,184597726,0.856627680692556,Probably not the rightful winner,Not very legitimate,Joe Biden,1981,39,35 - 44,Male,Domestic / civil partnership,Full-time,"$20,000 - $29,999",Democrat,Not very strong Democrat,Donald Trump,89030,Nevada,Moderate; middle of the road,Some college,No,Black or African American,Yes,Some of the time,Protestant,Seldom,No,Very important,A few times a month,13
1307,315838450,1.10859660831215,Definitely not the rightful winner,Entirely legitimate,Donald Trump,1999,21,18 - 24,Male,Never married,Unemployed,"$50,000 - $59,999",Republican,Strong Republican,Did not vote for President,11419,New York,Very conservative,High school diploma or the equivalent (GED),Yes,White,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,13
1308,311917204,1.05787198908298,Definitely the rightful winner,Entirely legitimate,Joe Biden,2001,19,18 - 24,Male,Never married,Student,"$100,000 - $119,999",Democrat,Not very strong Democrat,Did not vote for President,11726,New York,Somewhat liberal,Some college,No,Asian/Pacific Islander,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,13
1309,217195861,0.657960616005245,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1959,61,55 - 64,Female,Married,Homemaker,"$10,000 - $19,999",Republican,Strong Republican,Donald Trump,35217,Alabama,Very conservative,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,Some of the time,Something else,Once a week,Yes,Very important,Several times a day,13
1310,397235002,0.798222176222656,Definitely the rightful winner,Entirely legitimate,Joe Biden,1985,35,35 - 44,Male,Separated,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Did not vote for President,21030,Maryland,Slightly liberal,Bachelor's degree,No,Black or African American,Yes,Some of the time,Roman Catholic,Seldom,No,Somewhat important,Once a day,13
1311,194015926,1.06408550497027,Definitely the rightful winner,Not legitimate at all,Donald Trump,1969,51,45 - 54,Male,Married,Part-time,"$10,000 - $19,999",Republican,Strong Republican,Donald Trump,15666,Pennsylvania,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,Once a week,Yes,Very important,Once a week,13
1312,212470399,1.22002327188258,Definitely the rightful winner,Entirely legitimate,Donald Trump,1983,37,35 - 44,Male,Married,Full-time,"$100,000 - $119,999",Independent,Lean Republican,Donald Trump,43551,Ohio,Slightly conservative,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,13
1313,180678805,1.86106785225232,Definitely the rightful winner,Entirely legitimate,,1966,54,45 - 54,Male,Separated,Full-time,"$10,000 - $19,999",Democrat,Not very strong Democrat,Did not vote for President,78214,Texas,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,Most of the time,Roman Catholic,Seldom,No,Very important,Once a day,13
1314,193660522,0.382903215343826,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1985,35,35 - 44,Male,Married,Full-time,"$40,000 - $49,999",Republican,Not very strong Republican,Donald Trump,91201,California,Slightly conservative,Associate's degree,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Once or twice a month,Yes,Somewhat important,A few times a month,13
1315,127601170,1.9993273417007,Definitely the rightful winner,Entirely legitimate,Joe Biden,1964,56,55 - 64,Female,Married,Part-time,"$40,000 - $49,999",Democrat,Not very strong Democrat,Hillary Clinton,77038,Texas,Moderate; middle of the road,Did not graduate from high school,Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Roman Catholic,Seldom,No,Very important,Never,13
1316,203555011,1.0587305181155,Definitely the rightful winner,Entirely legitimate,Joe Biden,1982,38,35 - 44,Male,Never married,Part-time,"$80,000 - $99,999",Democrat,Not very strong Democrat,Did not vote for President,91776,California,Moderate; middle of the road,Bachelor's degree,No,Asian/Pacific Islander,Yes,Only now and then,Nothing in particular,Never,No,Not at all important,Never,13
1317,33267208,0.804984036733536,Definitely the rightful winner,Entirely legitimate,Joe Biden,1937,83,75 - 84,Male,Widowed,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,21782,Maryland,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,A few times a year,No,Not too important,Once a day,13
1318,197831929,0.857048221072751,Probably the rightful winner,Not legitimate at all,,2000,20,18 - 24,Male,Never married,Student,Prefer not to say,Independent,Independent,Did not vote for President,91325,California,Moderate; middle of the road,Some college,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Never,13
1319,208626616,1.19440650281893,Probably not the rightful winner,Not legitimate at all,,1994,26,25 - 34,Female,Separated,Temporarily laid off,"$20,000 - $29,999",Republican,Not very strong Republican,Did not vote for President,31510,Georgia,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Some of the time,Protestant,Seldom,Yes,Very important,Don't know,13
1320,58063963,0.816887403830964,Probably not the rightful winner,Not very legitimate,Donald Trump,1965,55,55 - 64,Male,Never married,Part-time,"$30,000 - $39,999",Independent,Lean Republican,Did not vote for President,7055,New Jersey,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Several times a day,13
1321,203950480,0.88676495718205,Probably the rightful winner,Somewhat legitimate,,1967,53,45 - 54,Female,Married,Full-time,"$30,000 - $39,999",Independent,Lean Democrat,Did not vote for President,70808,Louisiana,Moderate; middle of the road,Bachelor's degree,No,Asian/Pacific Islander,No,Only now and then,Buddhist,Seldom,No,Not too important,A few times a month,13
1322,414438742,1.07445208331095,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1951,69,65 - 74,Male,Married,Retired,Prefer not to say,Independent,Lean Republican,Donald Trump,42029,Kentucky,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,13
