caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,child18,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
374270944,0.821113670034282,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1963,57,55 - 64,Female,Married,No,Part-time,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,91775,California,Somewhat conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Once a day,14
40450096,1.63337004410258,Probably not the rightful winner,Somewhat legitimate,Donald Trump,1961,59,55 - 64,Male,Married,No,Full-time,"$150,000 - $199,999",Republican,Strong Republican,Donald Trump,34471,Florida,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,Once a day,14
203743921,1.17328061637993,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1971,49,45 - 54,Male,Married,Yes,Permanently disabled,"$80,000 - $99,999",Republican,Not very strong Republican,Donald Trump,7731,New Jersey,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Very important,Once a day,14
205253242,0.791064407475517,Definitely the rightful winner,Entirely legitimate,Joe Biden,1939,81,75 - 84,Female,Divorced,No,Retired,"$20,000 - $29,999",Democrat,Not very strong Democrat,Hillary Clinton,63362,Missouri,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Once a day,14
196388002,0.77750695447437,Probably the rightful winner,Somewhat legitimate,Joe Biden,1971,49,45 - 54,Male,Never married,No,Permanently disabled,"$30,000 - $39,999",Republican,Not very strong Republican,Donald Trump,7302,New Jersey,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Roman Catholic,Don't know,Yes,Somewhat important,Don't know,14
412527820,1.32047847620784,Definitely the rightful winner,Entirely legitimate,Joe Biden,2000,20,18 - 24,Male,Never married,No,Student,"$100,000 - $119,999",Democrat,Strong Democrat,Did not vote for President,24017,Virginia,Slightly liberal,High school diploma or the equivalent (GED),No,Black or African American,Yes,Only now and then,Roman Catholic,Once a week,Yes,Very important,Several times a day,14
43477846,0.920238476050003,Definitely the rightful winner,Entirely legitimate,,1975,45,45 - 54,Female,Married,Yes,Homemaker,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,77901,Texas,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,No,Only now and then,Protestant,Once a week,Yes,Very important,Several times a day,14
120581773,1.47112386731172,Probably the rightful winner,Somewhat legitimate,Donald Trump,1964,56,55 - 64,Male,Separated,Yes,Full-time,"$120,000 - $149,999",Republican,Not very strong Republican,Donald Trump,21795,Maryland,Slightly conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Very important,A few times a week,14
59156821,1.27689483698861,Definitely the rightful winner,Entirely legitimate,Joe Biden,1949,71,65 - 74,Female,Married,No,Retired,"$30,000 - $39,999",Democrat,Not very strong Democrat,Hillary Clinton,28625,North Carolina,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Something else,Once a week,Yes,Very important,Once a day,14
158318053,0.694748297058695,Definitely the rightful winner,Entirely legitimate,,1966,54,45 - 54,Male,Never married,No,Full-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,82930,Wyoming,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Some of the time,Atheist,Never,No,Not at all important,Never,14
214762153,0.844238825458737,Probably the rightful winner,Not very legitimate,,1965,55,55 - 64,Female,Never married,No,Part-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,33414,Florida,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Don't know,Nothing in particular,Never,No,Not too important,Don't know,14
48360208,0.821113670034282,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1961,59,55 - 64,Female,Separated,Yes,Full-time,"Less than $10,000",Republican,Strong Republican,Donald Trump,87111,New Mexico,Very conservative,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Something else,More than once a week,Yes,Very important,Several times a day,14
421957288,1.43437902706407,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1965,55,55 - 64,Female,Married,No,Full-time,"$40,000 - $49,999",Independent,Lean Republican,Donald Trump,28645,North Carolina,Somewhat conservative,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,14
202231090,0.661630402876153,Definitely the rightful winner,Entirely legitimate,Joe Biden,2000,20,18 - 24,Female,Never married,No,Unemployed,"$20,000 - $29,999",Independent,Lean Democrat,Did not vote for President,98683,Washington,Moderate; middle of the road,Did not graduate from high school,No,White,Yes,Some of the time,Agnostic,Seldom,No,Not too important,Once a day,14
167623645,0.762098740354576,Definitely the rightful winner,Entirely legitimate,,1978,42,35 - 44,Female,Married,No,Part-time,Prefer not to say,Not sure,Not sure,Did not vote for President,94102,California,Moderate; middle of the road,Professional or doctorate degree,Yes,Hispanic/Latino/Chicano/a,No,Hardly at all,Nothing in particular,A few times a year,No,Very important,A few times a month,14
141099604,0.934213585890874,Definitely the rightful winner,Entirely legitimate,Joe Biden,1948,72,65 - 74,Female,Widowed,No,Retired,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,27712,North Carolina,Somewhat liberal,High school diploma or the equivalent (GED),No,Black or African American,Yes,Most of the time,Something else,More than once a week,No,Very important,A few times a week,14
169070335,0.923984393583797,Definitely the rightful winner,Entirely legitimate,Joe Biden,1955,65,65 - 74,Female,Married,No,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,17403,Pennsylvania,Moderate; middle of the road,Associate's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not too important,Never,14
150293104,0.657174334428815,Definitely the rightful winner,Entirely legitimate,Joe Biden,1961,59,55 - 64,Female,Married,Yes,Homemaker,"$50,000 - $59,999",Democrat,Not very strong Democrat,Did not vote for President,93212,California,Very liberal,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Hardly at all,Nothing in particular,Never,No,Somewhat important,Never,14
401768098,0.830047108658295,Probably the rightful winner,Somewhat legitimate,,2002,18,18 - 24,Male,Divorced,Yes,Temporarily laid off,"$50,000 - $59,999",Independent,Lean Republican,Did not vote for President,32536,Florida,Slightly conservative,Associate's degree,No,Hispanic/Latino/Chicano/a,Yes,Some of the time,Mormon,Once or twice a month,Yes,Somewhat important,Once a day,14
205812916,0.202477910620085,Definitely the rightful winner,Entirely legitimate,Someone else,1963,57,55 - 64,Male,Married,No,Other,"$80,000 - $99,999",Independent,Independent,Gary Johnson,48239,Michigan,Moderate; middle of the road,Associate's degree,No,Other,Yes,Most of the time,Protestant,Seldom,No,Not too important,Seldom,14
131840740,1.08615668350667,Definitely the rightful winner,Entirely legitimate,Joe Biden,1945,75,75 - 84,Female,Married,No,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,30024,Georgia,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,Yes,Most of the time,Protestant,Never,No,Somewhat important,Once a day,14
211147903,0.750389437699369,Definitely the rightful winner,Entirely legitimate,,1994,26,25 - 34,Female,Married,Yes,Homemaker,"$30,000 - $39,999",Not sure,Independent,Did not vote for President,48377,Michigan,Moderate; middle of the road,Some college,No,White,No,Only now and then,Nothing in particular,Never,No,Not at all important,Never,14
204646804,1.08019823636458,Probably not the rightful winner,Not very legitimate,Donald Trump,1977,43,35 - 44,Male,Married,Yes,Permanently disabled,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,5701,Vermont,Slightly conservative,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Roman Catholic,Seldom,Yes,Very important,A few times a week,14
144864220,0.584718242165922,Probably the rightful winner,Somewhat legitimate,Joe Biden,1962,58,55 - 64,Male,Divorced,No,Retired,"$20,000 - $29,999",Republican,Not very strong Republican,Hillary Clinton,93906,California,Slightly conservative,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,Seldom,14
180655828,0.823034201172232,Definitely the rightful winner,Entirely legitimate,,1982,38,35 - 44,Male,Never married,No,Part-time,"$10,000 - $19,999",Democrat,Not very strong Democrat,Hillary Clinton,63640,Missouri,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Never,No,Not too important,Several times a day,14
322539412,0.691837836220098,Definitely the rightful winner,Entirely legitimate,Joe Biden,1992,28,25 - 34,Female,Never married,No,Full-time,"Less than $10,000",Independent,Independent,Did not vote for President,80013,Colorado,Somewhat liberal,Master's degree,No,White,Yes,Most of the time,Protestant,Seldom,No,Somewhat important,Once a week,14
184860316,1.04158517264955,Definitely the rightful winner,Entirely legitimate,Joe Biden,1947,73,65 - 74,Female,Married,No,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,43026,Ohio,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,Yes,Some of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
177985480,1.11214308657693,Definitely the rightful winner,Somewhat legitimate,Joe Biden,1995,25,25 - 34,Female,Never married,No,Part-time,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,94580,California,Very liberal,Master's degree,No,Multi-racial,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
140657695,1.43437902706407,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1965,55,55 - 64,Female,Married,No,Full-time,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,35811,Alabama,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,Yes,Somewhat important,Several times a day,14
140382949,0.923984393583797,Definitely the rightful winner,Entirely legitimate,Joe Biden,1948,72,65 - 74,Female,Divorced,No,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,54304,Wisconsin,Somewhat liberal,Associate's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not too important,Seldom,14
6409012,0.559750927299564,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1967,53,45 - 54,Male,Married,No,Full-time,"$80,000 - $99,999",Other,Lean Republican,Gary Johnson,80235,Colorado,Slightly conservative,High school diploma or the equivalent (GED),Yes,Multi-racial,Yes,Most of the time,Agnostic,Never,No,Not at all important,Never,14
47006263,1.11653798794296,Probably not the rightful winner,Not very legitimate,,1992,28,25 - 34,Male,Never married,No,Student,Prefer not to say,Independent,Independent,Did not vote for President,48154,Michigan,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Some of the time,Something else,Seldom,No,Very important,Several times a day,14
34166659,0.923295322564372,Definitely the rightful winner,Somewhat legitimate,Joe Biden,1966,54,45 - 54,Female,Domestic / civil partnership,No,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,53716,Wisconsin,Very liberal,Bachelor's degree,No,White,Yes,Some of the time,Buddhist,Never,No,Not at all important,Never,14
6443245,0.941734524679125,Definitely the rightful winner,Entirely legitimate,Joe Biden,1941,79,75 - 84,Male,Married,No,Retired,"$350,000 - $499,999",Republican,Strong Republican,Hillary Clinton,6333,Connecticut,Moderate; middle of the road,Master's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
35321389,1.45534495046114,Probably not the rightful winner,Not very legitimate,Donald Trump,1943,77,75 - 84,Male,Married,No,Retired,Prefer not to say,Republican,Not very strong Republican,Donald Trump,20650,Maryland,Somewhat conservative,Master's degree,No,White,Yes,Most of the time,Nothing in particular,Seldom,No,Very important,Once a day,14
205962004,0.472951751490709,Definitely the rightful winner,Entirely legitimate,Someone else,1973,47,45 - 54,Female,Divorced,Yes,Permanently disabled,"$10,000 - $19,999",Independent,Lean Republican,Donald Trump,46236,Indiana,Somewhat conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,14
158698897,0.662733754166653,Definitely the rightful winner,Entirely legitimate,Joe Biden,1948,72,65 - 74,Male,Married,No,Retired,"$40,000 - $49,999",Democrat,Not very strong Democrat,Did not vote for President,5855,Vermont,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Once a day,14
197033542,0.401614783320321,Definitely not the rightful winner,Not legitimate at all,Someone else,1975,45,45 - 54,Male,Never married,No,Full-time,"$50,000 - $59,999",Independent,Independent,Did not vote for President,78550,Texas,Moderate; middle of the road,Bachelor's degree,Yes,White,Yes,Most of the time,Nothing in particular,Seldom,No,Not too important,Seldom,14
